# mic/ojph.test
ld: warning: duplicate -rpath '/usr/local/lib' ignored
ld: warning: duplicate -rpath '/opt/homebrew/lib' ignored
ld: warning: duplicate -rpath '/home/dibba/.local/lib' ignored
ld: warning: ignoring duplicate libraries: '-lc++'
ld: warning: search path '/home/dibba/.local/lib' not found
goos: darwin
goarch: arm64
pkg: mic/ojph
cpu: Apple M4 Pro
BenchmarkJPEGLSDecomp/MR/MIC-14         	      10	    488075 ns/op	 268.55 MB/s	 1230872 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/MR_PROSTATE/MIC-4state-SIMD-14      	      10	    294942 ns/op	 694.37 MB/s	  204800 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_PROSTATE/JPEGLS-14               	      10	   1214196 ns/op	 168.67 MB/s	  204800 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET_PSMA/MIC-14                     	      10	    196433 ns/op	 407.26 MB/s	  857344 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/PET_PSMA/MIC-4state-14              	      10	    187283 ns/op	 427.16 MB/s	  857344 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/PET_PSMA/MIC-4state-C-14            	      10	     95029 ns/op	 841.85 MB/s	   81920 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET_PSMA/MIC-4state-SIMD-14         	      10	     96417 ns/op	 829.73 MB/s	   81920 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET_PSMA/JPEGLS-14                  	      10	    100646 ns/op	 794.87 MB/s	   81920 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET_LUNG/MIC-14                     	      10	    355462 ns/op	 225.06 MB/s	 1190528 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/PET_LUNG/MIC-4state-14              	      10	    314808 ns/op	 254.12 MB/s	 1190528 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/PET_LUNG/MIC-4state-C-14            	      10	    162746 ns/op	 491.56 MB/s	   81920 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET_LUNG/MIC-4state-SIMD-14         	      10	    155925 ns/op	 513.07 MB/s	   81920 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET_LUNG/JPEGLS-14                  	      10	    234446 ns/op	 341.23 MB/s	   81920 B/op	       1 allocs/op
PASS
ok  	mic/ojph	31.492s
