# mic/ojph.test
ld: warning: duplicate -rpath '/usr/local/lib' ignored
ld: warning: duplicate -rpath '/opt/homebrew/lib' ignored
ld: warning: duplicate -rpath '/home/dibba/.local/lib' ignored
ld: warning: ignoring duplicate libraries: '-lc++'
ld: warning: search path '/home/dibba/.local/lib' not found
goos: darwin
goarch: arm64
pkg: mic/ojph
cpu: Apple M4 Pro
BenchmarkJPEGLSDecomp/MR1/MIC-4state-SIMD-14     	      10	    831583 ns/op	 630.47 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR1/JPEGLS-14              	      10	   3482967 ns/op	 150.53 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR2/MIC-14                 	      10	   5324842 ns/op	 393.84 MB/s	10105867 B/op	      12 allocs/op
BenchmarkJPEGLSDecomp/MR2/MIC-4state-14          	      10	   4823650 ns/op	 434.76 MB/s	10105867 B/op	      12 allocs/op
BenchmarkJPEGLSDecomp/MR2/MIC-4state-C-14        	      10	   2965488 ns/op	 707.19 MB/s	 2097152 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR2/MIC-4state-SIMD-14     	      10	   3198754 ns/op	 655.62 MB/s	 2097152 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR2/JPEGLS-14              	      10	   9531596 ns/op	 220.02 MB/s	 2097152 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR3/MIC-14                 	      10	   1180938 ns/op	 443.96 MB/s	 2017280 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/MR3/MIC-4state-14          	      10	   1058629 ns/op	 495.25 MB/s	 2017280 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/MR3/MIC-4state-C-14        	      10	    670329 ns/op	 782.14 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR3/MIC-4state-SIMD-14     	      10	    657258 ns/op	 797.69 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR3/JPEGLS-14              	      10	   1683571 ns/op	 311.41 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR4/MIC-14                 	      10	   1387446 ns/op	 377.88 MB/s	 2314240 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/MR4/MIC-4state-14          	      10	   1234975 ns/op	 424.53 MB/s	 2314251 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/MR4/MIC-4state-C-14        	      10	    722600 ns/op	 725.56 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR4/MIC-4state-SIMD-14     	      10	    721708 ns/op	 726.45 MB/s	  524288 B/op	       1 allocs/op
